rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,text
rec-1986-org,jonah,thorpe,644,monkman street,wonga square,canley heights,5025,vic,19580420,6699959,jonah thorpe monkman street wonga square canley heights 5025 vic 19580420
rec-850-org,wilson,mao,16,duterrau crescent,warrambucca garden,glenden,3232,wa,19171125,5984860,wilson mao duterrau crescent warrambucca garden glenden 3232 wa 19171125
rec-1029-dup-0,kylee,stepehndon,81,rose scott circuit,cordobak anor,ashfield,4226,vic,19461101,4783085,kylee stepehndon rose scott circuit cordobak anor ashfield 4226 vic 19461101
rec-1221-org,matteus,hobson,32,oxley street,mountview,pitt town,2041,nsw,19151125,7931592,matteus hobson oxley street mountview pitt town 2041 nsw 19151125
rec-1747-org,alyssa,dixon,11,halford crescent,willandra,edgecliff,4101,nsw,19860103,3916772,alyssa dixon halford crescent willandra edgecliff 4101 nsw 19860103
rec-1232-dup-0,connor,millar,70,corin p lace,,kuraby,4216,qld,19330925,2464828,connor millar corin p lace  kuraby 4216 qld 19330925
rec-952-dup-1,john,banelis,5,sextonstreet,glenhrust,auburn,3140,vic,19981006,7246085,john banelis sextonstreet glenhrust auburn 3140 vic 19981006
rec-885-dup-0,stella,chandler,50,ebden s treet,rosettamvillage,coffs harbour,6304,vic,19741215,8164610,stella chandler ebden s treet rosettamvillage coffs harbour 6304 vic 19741215
rec-1329-dup-2,,stanlye,9,eaglemontpretreat,kimb erley,brighton-he-sands,4107,tas,19710422,5818249, stanlye eaglemontpretreat kimb erley brighton-he-sands 4107 tas 19710422
rec-1135-dup-1,samantha,moskwa,28,phillip avenue,riverpark,bacchus marsh,2282,sa,19560206,4255152,samantha moskwa phillip avenue riverpark bacchus marsh 2282 sa 19560206
rec-371-dup-0,walch,meligda,433,cresden1 2182,sage close,toowong,2549,vic,19220419,4495651,walch meligda cresden1 2182 sage close toowong 2549 vic 19220419
rec-497-org,alexandra,clarke,184,sadlier street,yakatoon,frankston,2756,qld,19190129,3045502,alexandra clarke sadlier street yakatoon frankston 2756 qld 19190129
rec-1124-dup-2,jard,mccarthy,18,kanbi place,thehomestead,osborne park,2166,nsw,19400529,6158276,jard mccarthy kanbi place thehomestead osborne park 2166 nsw 19400529
rec-28-dup-4,leon,haar,24,inwood lace,brindabella speicalist centre,newcadtle,4091,vic,19930327,5674799,leon haar inwood lace brindabella speicalist centre newcadtle 4091 vic 19930327
rec-867-org,luke,stephenson,11,lomman place,marwara,booragul,0820,vic,19851007,2640373,luke stephenson lomman place marwara booragul 0820 vic 19851007
rec-893-dup-1,jacob,webbr,33,geeves court,,bayswatber,2536,nsw,19931007,2283689,jacob webbr geeves court  bayswatber 2536 nsw 19931007
rec-1755-org,samuel,marousakis,109,carrodus street,tulla burra,young,3400,wa,19441201,5839575,samuel marousakis carrodus street tulla burra young 3400 wa 19441201
rec-130-org,nicholas,hand,10,lansell circuit,kilberry,dareton,2088,vic,19141012,1335792,nicholas hand lansell circuit kilberry dareton 2088 vic 19141012
rec-1536-org,april,shepherdson,2,oxley street,medical centre,warooka,4118,vic,19550216,5167601,april shepherdson oxley street medical centre warooka 4118 vic 19550216
rec-1162-org,aiden,coleman,12,dumas street,brentwood vlge,carnegie,6210,vic,19510323,3457125,aiden coleman dumas street brentwood vlge carnegie 6210 vic 19510323
rec-503-org,brooke,ryan,46,hodgson crescent,karalta park,sale,3055,nsw,19830207,6860717,brooke ryan hodgson crescent karalta park sale 3055 nsw 19830207
rec-1566-dup-2,harry,clarke,43,hyndescsecent,royal brisbane hospital,homebush,4805,nsw,19971021,6391399,harry clarke hyndescsecent royal brisbane hospital homebush 4805 nsw 19971021
rec-543-org,flynn,weller,23,woollum street,allunga,surrey hills,2870,qld,19700106,9438862,flynn weller woollum street allunga surrey hills 2870 qld 19700106
rec-1811-dup-1,walls,samuel,74,shoalhavn avenue,clear crreek,raceview,3223,nsw,19370409,4859969,walls samuel shoalhavn avenue clear crreek raceview 3223 nsw 19370409
rec-816-dup-1,caleb,hage,34,mcdermotts treet,dallym,yamba,4350,act,19110405,5267604,caleb hage mcdermotts treet dallym yamba 4350 act 19110405
rec-499-org,blake,ebert,36,archibald street,eden park,stretton,2431,tas,19440107,4379369,blake ebert archibald street eden park stretton 2431 tas 19440107
rec-1547-org,hannah,white,3,furphy place,the sandys,granville,4211,vic,19180122,9593475,hannah white furphy place the sandys granville 4211 vic 19180122
rec-1600-dup-4,tahla,vacchiani,,newland street,tahmoor,smithfield,2304,qld,19041007,5476244,tahla vacchiani newland street tahmoor smithfield 2304 qld 19041007
rec-601-dup-1,aaron,hemminfs,3,henry street,oakey isle sallis lke off,poor aka,3168,qld,19050907,6432157,aaron hemminfs henry street oakey isle sallis lke off poor aka 3168 qld 19050907
rec-294-org,andrew,gielen,315,hayward place,santa lucille,caulfield north,6450,vic,19441228,8670610,andrew gielen hayward place santa lucille caulfield north 6450 vic 19441228
rec-1-org,jonah,browne,6,bingley crescent,,pindimar,3182,nsw,19250413,8328406,jonah browne bingley crescent  pindimar 3182 nsw 19250413
rec-808-dup-0,adriana,pinto,64,dryandra street,,brunswich west,5417,qld,19450702,1729257,adriana pinto dryandra street  brunswich west 5417 qld 19450702
rec-1850-dup-2,aida,webb,24,eddycreuscent,crosshills,white patch,2121,vic,19980911,5406026,aida webb eddycreuscent crosshills white patch 2121 vic 19980911
rec-289-dup-1,,blake,60,endeavour street,sheep station,redehad,7105,qld,19860920,1267880, blake endeavour street sheep station redehad 7105 qld 19860920
rec-1949-dup-1,shepherdosn,harvey,34,lumholtz place,maranui,wilsn,6403,qld,19711002,3913959,shepherdosn harvey lumholtz place maranui wilsn 6403 qld 19711002
rec-161-dup-1,blake,thiessen,16,kilburn close,wanda rri,sanufly,4807,nsw,19210321,9632907,blake thiessen kilburn close wanda rri sanufly 4807 nsw 19210321
rec-1945-dup-1,bradley,clsrke,40,sharwood crescent,lynd hurat,ringwood,3959,wa,19510302,8586164,bradley clsrke sharwood crescent lynd hurat ringwood 3959 wa 19510302
rec-948-org,jessica,baillie,26,custance street,tarcolla retirement village,tweed heads,4184,nsw,19281031,4053650,jessica baillie custance street tarcolla retirement village tweed heads 4184 nsw 19281031
rec-1670-org,benjamin,novak,39,port jackson circuit,sherwood,dapto,6163,nt,19010630,6037054,benjamin novak port jackson circuit sherwood dapto 6163 nt 19010630
rec-1428-org,zane,miles,18,millen street,valencia park,aspendale gardens,3133,nsw,19270730,2284718,zane miles millen street valencia park aspendale gardens 3133 nsw 19270730
rec-1362-org,lily,clarke,14,torrens street,wal 53581,orange,2756,nsw,19460126,7261178,lily clarke torrens street wal 53581 orange 2756 nsw 19460126
rec-705-dup-1,archie,clake,162,nangor street,oaru,westmead,2251,vic,19780909,5273648,archie clake nangor street oaru westmead 2251 vic 19780909
rec-1960-org,isabella,white,74,beasley street,short st (cnr first ave) & albion park r,para hills,3149,sa,19380127,1518649,isabella white beasley street short st (cnr first ave) & albion park r para hills 3149 sa 19380127
rec-1743-dup-0,noblke,daniel,519,blakey close,farm cottage,bellevue hill,4035,vci,,8724523,noblke daniel blakey close farm cottage bellevue hill 4035 vci 
rec-1193-dup-0,hamish,gilles,23,godfrey street,cassdaareen,cape paterson,2370,nsw,19180822,6415612,hamish gilles godfrey street cassdaareen cape paterson 2370 nsw 19180822
rec-911-org,travis,stubbs,42,scardon street,st john of god hospital,calen,2156,nsw,19010228,5893718,travis stubbs scardon street st john of god hospital calen 2156 nsw 19010228
rec-1257-org,michael,grafton,3,prescott street,brastaggi,newcomb,3039,nsw,19221021,2437126,michael grafton prescott street brastaggi newcomb 3039 nsw 19221021
rec-603-org,ebony,white,25,kay place,corinella,padstow,6007,wa,19450613,2538692,ebony white kay place corinella padstow 6007 wa 19450613
rec-197-dup-2,grace,morrison,66,quinlivan crescent,greengrove,caulfield north,4102,vic,19460909,3999669,grace morrison quinlivan crescent greengrove caulfield north 4102 vic 19460909
rec-1989-dup-0,casey,tunstpall,1,strahan row,villa 2,yagoina,3038,sa,19110402,4047509,casey tunstpall strahan row villa 2 yagoina 3038 sa 19110402
rec-1767-org,nathan,allegretto,17,wanaga place,cranbrook,penguin,2200,nsw,19560506,2120045,nathan allegretto wanaga place cranbrook penguin 2200 nsw 19560506
rec-23-org,,kidsley,18,disney court,ramano estate locn 1,labrador,2281,vic,19450301,2092869, kidsley disney court ramano estate locn 1 labrador 2281 vic 19450301
rec-596-org,jake,culph,79,doherty place,rosedale,sunny corner,5039,vic,19681226,2532945,jake culph doherty place rosedale sunny corner 5039 vic 19681226
rec-647-org,brodie,oats,89,hugh mckay crescent,la villades pins,o'connor,3931,tas,19390421,9634430,brodie oats hugh mckay crescent la villades pins o'connor 3931 tas 19390421
rec-876-dup-2,lachlan-john,rivdrs,5,perire place,oakiale,ringwood,4313,nsw,19960904,8718844,lachlan-john rivdrs perire place oakiale ringwood 4313 nsw 19960904
rec-25-org,alexandra,kiss,15,shellshear place,yambira,mclaren vale,2209,wa,19601231,4154698,alexandra kiss shellshear place yambira mclaren vale 2209 wa 19601231
rec-1323-org,charles,mahon,67,gurubun close,iona downs,armidale,7210,nsw,19850928,5505345,charles mahon gurubun close iona downs armidale 7210 nsw 19850928
rec-1610-dup-0,beelitz,siawn,3,ashkanasy crescent,miowera,sylvania,5042,nsw,19510904,3279804,beelitz siawn ashkanasy crescent miowera sylvania 5042 nsw 19510904
rec-724-org,nathan,morrison,59,peppin place,,eaglehawk,6172,qld,,5567390,nathan morrison peppin place  eaglehawk 6172 qld 
rec-352-dup-0,bianca,shepherd,22,newdegate street,burbong cottage,fairy fill,2069,qld,19060315,3375779,bianca shepherd newdegate street burbong cottage fairy fill 2069 qld 19060315
rec-698-org,bradley,bishop,13,newman morris circuit,shiloah,wickepin,2711,wa,19420604,2961043,bradley bishop newman morris circuit shiloah wickepin 2711 wa 19420604
rec-1804-org,jack,browne,23,hartley street,macdonald downs station old homestead,st albans,3055,qld,19530825,8223201,jack browne hartley street macdonald downs station old homestead st albans 3055 qld 19530825
rec-57-dup-2,xepheren,everett,90,packer sgreet,yonda pines,bulimba,4376,wa,19750202,6641961,xepheren everett packer sgreet yonda pines bulimba 4376 wa 19750202
rec-534-org,jed,mcfadden,4,frencham place,wychwood,bongaree,0810,vic,19610503,1096232,jed mcfadden frencham place wychwood bongaree 0810 vic 19610503
rec-100-dup-3,domenique,paterson,15,lubum a place,merewether pub lic school,greensborough,3138,qld,19161017,4975843,domenique paterson lubum a place merewether pub lic school greensborough 3138 qld 19161017
rec-1271-dup-0,jacob,bowerman,39,lowannas treet,glenvdagh,keysborough,3806,vic,19820914,7380723,jacob bowerman lowannas treet glenvdagh keysborough 3806 vic 19820914
rec-1749-org,kimberly,baillie,27,agnew street,,nicholls,3109,qld,19191108,2602138,kimberly baillie agnew street  nicholls 3109 qld 19191108
rec-1075-org,trey,white,10,needham place,mcivor house,lilydale,4810,qld,19740724,7008048,trey white needham place mcivor house lilydale 4810 qld 19740724
rec-212-dup-2,kaitlin,fitzpatrick,4,tenison-woosd circuit,navil us,corrimal east,2099,vic,19790109,4932458,kaitlin fitzpatrick tenison-woosd circuit navil us corrimal east 2099 vic 19790109
rec-696-dup-1,mia,stephenson,37,nivison lpace,treetops,knoxfield,3137,sa,19631225,2780936,mia stephenson nivison lpace treetops knoxfield 3137 sa 19631225
rec-1991-dup-1,kia,white,8,allunga,cockcroft avenue,parramatta,4179,,19551009,5791061,kia white allunga cockcroft avenue parramatta 4179  19551009
rec-662-dup-2,james,warneke,56,namadgi ccircuit,carrangprra,dalby,3000,nsw,19140410,5449129,james warneke namadgi ccircuit carrangprra dalby 3000 nsw 19140410
rec-1907-org,kyle,pringle,72,carrodus street,wattle brae,labrador,3280,wa,19930218,3589735,kyle pringle carrodus street wattle brae labrador 3280 wa 19930218
rec-1739-org,maddison,walch,7,leahy close,loxley hse mdcl centre,wynyard,4559,sa,19911221,4972239,maddison walch leahy close loxley hse mdcl centre wynyard 4559 sa 19911221
rec-219-dup-3,jacoxb,kopievsky,24,downward place,banksia village,bunbry,4671,qld,19470530,3777070,jacoxb kopievsky downward place banksia village bunbry 4671 qld 19470530
rec-44-org,wil,clarke,51,severne crescent,hazelwood garden,coodanup,5070,sa,19400516,4621214,wil clarke severne crescent hazelwood garden coodanup 5070 sa 19400516
rec-564-dup-0,arabella,weller,78,westbury circuit,,,4814,vic,19641224,6208929,arabella weller westbury circuit   4814 vic 19641224
rec-1273-dup-0,whit,nacoya,16,blake place,st johnof god hospital,yount,3228,nsw,19260826,3012061,whit nacoya blake place st johnof god hospital yount 3228 nsw 19260826
rec-384-org,sarsha,thorpe,2,macleay street,bega flats,torquay,3197,nsw,19200510,9195865,sarsha thorpe macleay street bega flats torquay 3197 nsw 19200510
rec-844-dup-2,caresse,,13,nemarang crescent,sunnyspot farm,nunawading,7021,sa,19250803,3017029,caresse  nemarang crescent sunnyspot farm nunawading 7021 sa 19250803
rec-1141-dup-0,ella,coulston,12,weston sgreet,locheio,hinchinbrook,2212,wa,19080328,2624790,ella coulston weston sgreet locheio hinchinbrook 2212 wa 19080328
rec-751-dup-1,michael,gabbeft,42,jandamar ra street,goolwa octtage,rochedal esouth,4113,nsw,19800705,6966974,michael gabbeft jandamar ra street goolwa octtage rochedal esouth 4113 nsw 19800705
rec-883-org,thomas,curthoys,25,lawrence crescent,,williamstown,3151,qld,19171213,1060104,thomas curthoys lawrence crescent  williamstown 3151 qld 19171213
rec-160-dup-0,jadd,dixon,20,leven street,francis ch ambers,toronto,3228,nsw,19250415,5898510,jadd dixon leven street francis ch ambers toronto 3228 nsw 19250415
rec-1579-org,alec,mason,18,barrier street,sec 443 bellamour,park holme,2029,wa,19061024,5623275,alec mason barrier street sec 443 bellamour park holme 2029 wa 19061024
rec-1502-dup-1,daniel,nguyen,9,,south macroom,st johns park,5157,sa,19620518,8870477,daniel nguyen  south macroom st johns park 5157 sa 19620518
rec-738-org,rachel,byers,17,hilder street,berowra,palmerston,4740,nsw,19550530,6410415,rachel byers hilder street berowra palmerston 4740 nsw 19550530
rec-1821-org,lauren,blaschke,27,eggleston crescent,marx hill street,bittern,4169,vic,19130618,7472975,lauren blaschke eggleston crescent marx hill street bittern 4169 vic 19130618
rec-1371-org,bayden,lamborn,85,capella crescent,wilga,currimundi,5098,vic,19701214,6030277,bayden lamborn capella crescent wilga currimundi 5098 vic 19701214
rec-1510-org,luke,laurier,16,dryandra street,ruthven street,craigmore,4217,nsw,19171211,8542355,luke laurier dryandra street ruthven street craigmore 4217 nsw 19171211
rec-1766-dup-2,joel,tynre,25,corringle uclose,little sha lford,yoogalki,3081,wa,19831216,7644003,joel tynre corringle uclose little sha lford yoogalki 3081 wa 19831216
rec-1439-org,lara,kinnane,36,spigl street,villa 5,swan hill,2829,nsw,19261001,6781465,lara kinnane spigl street villa 5 swan hill 2829 nsw 19261001
rec-473-dup-1,kyle,vijiaraj,26,moon p lace,cro wer,chinchilla,5453,qld,19875031,7277540,kyle vijiaraj moon p lace cro wer chinchilla 5453 qld 19875031
rec-258-dup-2,eliza,lucyko,7,kallara close,,old beach,4213,nsw,19410915,9271844,eliza lucyko kallara close  old beach 4213 nsw 19410915
rec-860-org,connor,mayman,40,marengo place,wilga,toowoomba,2025,nsw,19651018,8203430,connor mayman marengo place wilga toowoomba 2025 nsw 19651018
rec-872-dup-0,lachlan,carmody,6,sheehan atreet,avenel,terrigal,2767,wa,19870722,7537783,lachlan carmody sheehan atreet avenel terrigal 2767 wa 19870722
rec-128-org,jack,clapham,121,hadleigh circuit,school residence,somerton park,2714,qld,19960523,1214270,jack clapham hadleigh circuit school residence somerton park 2714 qld 19960523
rec-964-org,jack,patafta,695,leahy close,red hills,sheldon,3134,vic,19400728,8570924,jack patafta leahy close red hills sheldon 3134 vic 19400728
rec-1583-org,jenna,tregoning,1,doyle terrace,airlie,bateman,5605,nt,19430925,7371715,jenna tregoning doyle terrace airlie bateman 5605 nt 19430925
rec-433-dup-3,hirotxa,demie,19,suttor street,namarva sagtion,dulwich hill,4551,qld,19370501,2070669,hirotxa demie suttor street namarva sagtion dulwich hill 4551 qld 19370501
rec-784-dup-4,bianca,matthews,5,wentworth avenue,mtpleasant,tooowomba,6743,nsw,19140128,1935299,bianca matthews wentworth avenue mtpleasant tooowomba 6743 nsw 19140128
rec-720-dup-0,wil,vincent,81,slessor crescent,tulliallan,mountisa,2076,nsw,19570306,7747820,wil vincent slessor crescent tulliallan mountisa 2076 nsw 19570306
rec-1651-org,yasmin,morcom,11,amess place,domain prk,dromana,3289,qld,19760828,7776110,yasmin morcom amess place domain prk dromana 3289 qld 19760828
rec-990-dup-1,andrea,brokenshire,3,sturdee crescent,,birmingham gardens,2455,nsw,19450619,2384532,andrea brokenshire sturdee crescent  birmingham gardens 2455 nsw 19450619
rec-1756-dup-4,destynii,bowerman,12,halfordcrescent,sutton,nollamara,2431,qld,19880821,6089424,destynii bowerman halfordcrescent sutton nollamara 2431 qld 19880821
rec-6-org,kayne,gillard,168,bursaria street,,leeton,2621,nsw,19340427,3871937,kayne gillard bursaria street  leeton 2621 nsw 19340427
rec-655-dup-0,rebecca,trenerry,,ashburne r street,little glencoe,roxburgh park,2000,wa,19050103,7814962,rebecca trenerry ashburne r street little glencoe roxburgh park 2000 wa 19050103
rec-777-org,millie,chandler,11,woodgate street,yatcha,middleton beach,3525,nsw,19090413,9769153,millie chandler woodgate street yatcha middleton beach 3525 nsw 19090413
rec-372-dup-0,kailey,kooymans,35,la perouse street,masonic memroial village,redhill,2131,sa,19310813,4609850,kailey kooymans la perouse street masonic memroial village redhill 2131 sa 19310813
rec-1348-org,magnus,mazzone,22,ingham place,halfmoon station,,2285,nt,19650426,3684075,magnus mazzone ingham place halfmoon station  2285 nt 19650426
rec-327-org,james,farnham,3,wanganeen avenue,marjidin,port broughton,2107,sa,19011012,3915581,james farnham wanganeen avenue marjidin port broughton 2107 sa 19011012
rec-78-org,nicholas,white,10,fortitude street,,st kilda east,2298,nt,19651025,8437365,nicholas white fortitude street  st kilda east 2298 nt 19651025
rec-1454-org,lochlan,grosser,5,yapunyah street,youralla,gingin,5276,nsw,19530210,5071722,lochlan grosser yapunyah street youralla gingin 5276 nsw 19530210
rec-1910-dup-1,sohpie,reid,11,hoad place,lockwood,beachemre,4106,nsw,19030704,2982434,sohpie reid hoad place lockwood beachemre 4106 nsw 19030704
rec-1236-dup-3,caleb,priest,48,temperley street,sunres t styd,north narrabeen,3895,wa,19831118,1585410,caleb priest temperley street sunres t styd north narrabeen 3895 wa 19831118
rec-1506-dup-1,kate,wheatley,,tanderrafcrescent,the willows,forest hill,2472,tas,19560728,5603742,kate wheatley tanderrafcrescent the willows forest hill 2472 tas 19560728
rec-1699-org,benjamin,foottit,10,macrobertson street,bowan brae,nunawading,4814,vic,19350513,9447822,benjamin foottit macrobertson street bowan brae nunawading 4814 vic 19350513
rec-396-org,emiily,petersen,11,traynor court,warraberry,stanmore,4122,vic,19180202,6202849,emiily petersen traynor court warraberry stanmore 4122 vic 19180202
rec-1920-org,ned,mason,19,brain street,weetabella,,2044,vic,19391219,8134652,ned mason brain street weetabella  2044 vic 19391219
rec-1925-dup-2,alexandra,grosvenor,8,anembo street,glen lee,frankston,4818,nsw,19930305,2128447,alexandra grosvenor anembo street glen lee frankston 4818 nsw 19930305
rec-139-dup-1,zeo,reid,2400,newman mo rris circuit,the lodge,dolls ppoint,2550,nsw,19001031,8054503,zeo reid newman mo rris circuit the lodge dolls ppoint 2550 nsw 19001031
rec-167-dup-0,shana,lanye,164,whalan place,shadoofl odge,preston,5280,vic,19231230,4329053,shana lanye whalan place shadoofl odge preston 5280 vic 19231230
rec-825-dup-0,alia,tippins,232,mcmaste r street,brinjarry,belmont north,3134,qld,19901230,7760403,alia tippins mcmaste r street brinjarry belmont north 3134 qld 19901230
rec-211-org,elijah,bastiaans,140,zadow place,kyeema,south melbourne,3198,vic,19801211,1724003,elijah bastiaans zadow place kyeema south melbourne 3198 vic 19801211
rec-481-dup-1,edward,dalo ia,21,geeves court,john flynn me dical centre,ballarat,2146,vic,19260410,9952484,edward dalo ia geeves court john flynn me dical centre ballarat 2146 vic 19260410
rec-1276-dup-0,anastasia,green,,erindale drive,villa 102,portarlnigton,2285,nsw,19720728,3163862,anastasia green erindale drive villa 102 portarlnigton 2285 nsw 19720728
rec-731-dup-1,samuel,ryan,512,hilder street,state bank arcade,elizabeih grove,2020,sa,19830613,5653742,samuel ryan hilder street state bank arcade elizabeih grove 2020 sa 19830613
rec-978-org,samantha,westbrook,86,blamey crescent,,toowoomba,2173,qld,19800506,7854676,samantha westbrook blamey crescent  toowoomba 2173 qld 19800506
rec-1813-dup-0,olivef,green,22,fisken crescent,brackesgrae,camp hill,2270,qld,19531002,3509865,olivef green fisken crescent brackesgrae camp hill 2270 qld 19531002
rec-151-dup-0,sonja,kleve,28,dallach y place,copely,keon park,4362,nsw,19880528,7042108,sonja kleve dallach y place copely keon park 4362 nsw 19880528
rec-1109-dup-2,harrison,schumann,24,monaro crescent,donnelly rvr villg,oakleigh,2820,nsw,19991013,9551413,harrison schumann monaro crescent donnelly rvr villg oakleigh 2820 nsw 19991013
rec-1367-org,rosa,matthews,9,jindivik place,corinda park,bellevue hill,3087,wa,19151228,3132742,rosa matthews jindivik place corinda park bellevue hill 3087 wa 19151228
rec-1883-dup-4,,nguyen,8,dalleycrescent,the palms village,edgewaetr,2607,nsw,19591019,9550440, nguyen dalleycrescent the palms village edgewaetr 2607 nsw 19591019
rec-254-org,amber,hoffman,3,haystack crescent,pinnacles caravn park,,2226,qld,19491028,8257097,amber hoffman haystack crescent pinnacles caravn park  2226 qld 19491028
rec-96-dup-0,dayna,stephegnson,20,fellowsstreet,tubbarubba,pallara,4059,qld,19201111,9364184,dayna stephegnson fellowsstreet tubbarubba pallara 4059 qld 19201111
rec-1105-dup-2,caleb,white,8,araluen street,,coralville,2114,qld,19131103,4312580,caleb white araluen street  coralville 2114 qld 19131103
rec-948-dup-1,jessica,baillie,26,custance street,tarcolla retirwment village,tweed heads,4184,nsw,19281031,4053650,jessica baillie custance street tarcolla retirwment village tweed heads 4184 nsw 19281031
rec-1056-dup-1,georgia,hunting,22,jerrabomberra avenue,elamon c ottage,toronto,4873,qld,19430818,3644846,georgia hunting jerrabomberra avenue elamon c ottage toronto 4873 qld 19430818
rec-1345-dup-0,cehlea,meaows,,,,surfers paradise,7352,vic,19651103,7080277,cehlea meaows   surfers paradise 7352 vic 19651103
rec-952-dup-2,john,banelis,41,sexton street,glenhurst,auburn,3140,vic,19981006,8328210,john banelis sexton street glenhurst auburn 3140 vic 19981006
rec-1986-dup-4,jonahy,thorpe,644,monkman street,wonga square,canleyh eights,5025,vic,19580420,6699959,jonahy thorpe monkman street wonga square canleyh eights 5025 vic 19580420
rec-449-org,lachlan,boxhall,7,newman morris circuit,ballyboy,annandale,2219,qld,19680923,1304613,lachlan boxhall newman morris circuit ballyboy annandale 2219 qld 19680923
rec-1288-org,,weaver,183,plant road,,floreat,4700,vic,19140117,3887002, weaver plant road  floreat 4700 vic 19140117
rec-893-dup-0,jacob,wellburn,33,geeves ourt,wandoo stud,bayswater,2536,nsq,19931007,2283689,jacob wellburn geeves ourt wandoo stud bayswater 2536 nsq 19931007
rec-1864-org,katie,polowy,65,,,keysborough,5255,vic,19990516,7701614,katie polowy   keysborough 5255 vic 19990516
rec-691-dup-1,marley,hentze,94,tardent street,loma labngie,seaton,2759,nsw,19510221,9837981,marley hentze tardent street loma labngie seaton 2759 nsw 19510221
rec-1708-dup-2,jayden,,75,woronorastreet,wande arah,leslie vale,3101,nsw,19410117,4643316,jayden  woronorastreet wande arah leslie vale 3101 nsw 19410117
rec-1148-dup-3,silas,noblge,253,ainsworth street,yongala,clayton,2281,wa,19211208,6885608,silas noblge ainsworth street yongala clayton 2281 wa 19211208
rec-1764-dup-1,,,5,edmondson street,baringavcottage,gorokan,3023,nsw,19460413,4197267,  edmondson street baringavcottage gorokan 3023 nsw 19460413
rec-382-dup-1,,nguyen,16,wilshir e street,erinsvale,rose bay,6207,vic,19760517,8693348, nguyen wilshir e street erinsvale rose bay 6207 vic 19760517
rec-1762-org,nicholas,boyle,3,wilkins street,cottesbrook,east sydney,3219,vic,19771011,1609171,nicholas boyle wilkins street cottesbrook east sydney 3219 vic 19771011
rec-428-dup-0,,voy,6,nott street,,graceville,4889,vic,19511208,3546400, voy nott street  graceville 4889 vic 19511208
rec-880-dup-4,,campbll,19,loder place,eden park,rowville,3040,sa,19570115,4301812, campbll loder place eden park rowville 3040 sa 19570115
rec-126-dup-0,zachary,rollins,16,fimister crcuit,wathonga,brown hill,5032,nsw,,2423787,zachary rollins fimister crcuit wathonga brown hill 5032 nsw 
rec-1832-dup-0,alexandra,noble,53,tytherleight street,,bibra lake,7900,tas,19720015,3043242,alexandra noble tytherleight street  bibra lake 7900 tas 19720015
rec-1883-org,jonah,nguyen,8,dalley crescent,the palms village,kingaroy,2607,nsw,19591019,9550440,jonah nguyen dalley crescent the palms village kingaroy 2607 nsw 19591019
rec-917-dup-1,patrkck,vincent,21,outtrim avenue,glendower,willrtton,2213,nsw,19510921,9836975,patrkck vincent outtrim avenue glendower willrtton 2213 nsw 19510921
rec-108-dup-0,madison,boxhall,10,kookabutra village,yandas treet,dapto,4703,sa,19170926,7262746,madison boxhall kookabutra village yandas treet dapto 4703 sa 19170926
rec-467-org,jessica,coleman,116,jerrabomberra avenue,plainbrook,boondall,6162,vic,19800418,1022326,jessica coleman jerrabomberra avenue plainbrook boondall 6162 vic 19800418
rec-1623-dup-1,,de paoli,12,neumayer street,riverland village,prosepct,2452,nsw,19990313,1420240, de paoli neumayer street riverland village prosepct 2452 nsw 19990313
rec-1295-org,dante,white,23,pokana circuit,strauss,noble park,6170,vic,19210605,3590013,dante white pokana circuit strauss noble park 6170 vic 19210605
rec-1921-org,xani,michelmore,,blackwell circuit,downland stud,granville,2452,wa,19640808,8996076,xani michelmore blackwell circuit downland stud granville 2452 wa 19640808
rec-1161-dup-2,cameron,jessup,19,spofforth street,,moree,2208,qld,19561117,6804360,cameron jessup spofforth street  moree 2208 qld 19561117
rec-1050-dup-0,jenna,pasalic,679,tarana street,,osborne,4342,vic,19541124,7730932,jenna pasalic tarana street  osborne 4342 vic 19541124
rec-1614-dup-0,alexandra,,4,brunswick circuit,keith payne hstl,mount aophia,5024,nsw,19470726,5974014,alexandra  brunswick circuit keith payne hstl mount aophia 5024 nsw 19470726
rec-1531-org,bethanie,roche,24,maxworthy street,rosedale,koongal,4210,qld,19641127,1011573,bethanie roche maxworthy street rosedale koongal 4210 qld 19641127
rec-629-dup-1,alexandra,white,302,winter street,,wanneroo,3153,nsw,19460615,3244945,alexandra white winter street  wanneroo 3153 nsw 19460615
rec-1684-dup-1,hokly,stoker,5,ballumbir street,chetwynd,kirrawee,6009,vic,19300121,8123371,hokly stoker ballumbir street chetwynd kirrawee 6009 vic 19300121
rec-599-dup-0,william,stubs,3,kingsmill street,lambar,cantefbury,2260,wa,19340903,9667086,william stubs kingsmill street lambar cantefbury 2260 wa 19340903
rec-485-dup-0,megan,campbell,16,eyrestreet,cypress garden,cardiff,2026,nsw,19630721,2580398,megan campbell eyrestreet cypress garden cardiff 2026 nsw 19630721
rec-242-dup-2,jordvan,plane,,austin steret,leetsvale caravan park,st johns park,3015,vic,19730321,5757351,jordvan plane austin steret leetsvale caravan park st johns park 3015 vic 19730321
rec-711-dup-4,alyssa,clarke,97,merfieldplace,the meadows,bull creek,2830,act,19219503,2257500,alyssa clarke merfieldplace the meadows bull creek 2830 act 19219503
rec-856-org,angus,stanley,6,lazar place,koobeja,flora hill,7008,qld,19971003,1076050,angus stanley lazar place koobeja flora hill 7008 qld 19971003
